articleId,title,lastUpdated
438519,Angelina Jolie,2021-11-04
438520,Ben Kingsley,2021-07-01
438521,Daniel Day-Lewis,2021-07-01
438522,Laura Linney,2022-05-10
438524,Helen Mirren,2022-12-20
438526,Bill Murray,2021-10-22
438527,Edward Norton,2022-11-23
438535,Billy Bob Thornton,2022-07-28
438538,Robin Williams,2021-10-15
438539,Bruce Willis,2023-02-21
438566,Akashi Kaikyo Bridge,2021-07-01
438567,El-Ferdan Bridge,2021-07-01
438568,Astoria Bridge,2021-10-15
438576,Manhattan Bridge,2021-07-01
438590,Amazon.com,2021-07-01
438591,AOL,2021-07-01
438592,Comcast,2021-07-01
438593,Craigslist,2021-07-01
438594,eBay,2021-07-01
438595,eHarmony,2021-07-01
438596,Facebook,2023-02-22
438598,HuffPost,2021-07-01
438599,iTunes,2021-07-01
438600,MapQuest,2021-07-01
438601,Monster,2021-07-01
438602,PayPal,2021-07-01
438603,Second Life,2021-07-01
438604,Slashdot,2021-07-01
438605,The WELL,2021-07-01
438606,Yahoo!,2023-03-03
438608,C,2021-07-01
438611,FORTRAN,2021-07-01
438614,Linux,2021-10-05
438615,macOS,2023-03-28
438617,SQL,2021-07-01
438619,UNIX,2021-10-22
438620,Microsoft Windows,2021-07-01
438621,Atari console,2021-07-01
438622,Civilization,2021-07-01
438623,Doom,2021-07-01
438624,Final Fantasy,2021-07-01
438625,Grand Theft Auto,2021-07-01
438626,Madden NFL,2023-03-27
438627,Mortal Kombat,2021-07-01
438628,Nintendo console,2021-07-01
438629,PlayStation,2021-07-01
438630,Sega Corporation,2021-07-01
438631,Tetris,2023-04-03
438632,The Sims,2021-07-01
438633,World of Warcraft,2021-07-01
438634,Xbox,2021-07-01
438640,First Amendment,2021-07-01
438662,Bangladesh cyclone of 1991,2021-07-01
438663,Hurricane Camille,2021-07-01
438664,Great hurricane of 1780,2021-07-01
438665,Galveston hurricane of 1900,2023-02-01
438666,Ganges-Brahmaputra delta cyclone,2021-07-01
438667,Haiphong cyclone,2021-07-01
438668,Huang He floods,2021-08-06
438669,İzmit earthquake of 1999,2021-07-01
438670,kamikaze of 1274 and 1281,2021-07-01
438671,Kashmir earthquake of 2005,2021-07-01
438673,Kōbe earthquake of 1995,2021-07-01
438674,Messina earthquake and tsunami of 1908,2021-07-01
438675,Mississippi River flood of 1927,2021-07-01
438676,Hurricane Mitch,2021-07-01
438677,North Sea flood,2021-07-01
438678,Northridge earthquake of 1994,2022-08-05
438679,San Francisco earthquake of 1989,2021-07-01
438681,Saturia–Manikganj Sadar tornado,2021-07-01
438682,St. Francis Dam disaster,2021-07-01
438685,Toya Maru ferry disaster,2021-07-01
438686,Tri-State Tornado of 1925,2021-07-01
438687,Typhoon Nina–Banqiao dam failure,2021-07-01
438688,Venezuela mud slides of 1999,2021-07-01
438689,Yangtze River floods,2022-08-24
438692,Arbor Day,2021-07-01
438693,Armed Forces Day,2023-04-19
438694,Day of Reconciliation,2021-07-01
438696,Fête Nationale du Québec,2021-07-01
438697,Fiesta de San Fermín,2021-07-01
438698,Flag Day,2021-07-01
438699,Golden Week,2021-07-01
438700,Greek Independence Day,2021-07-01
438701,Heritage Day,2021-07-01
438702,Independence Day,2021-07-01
438703,Jamhuri Day,2021-07-01
438704,Juneteenth,2021-08-06
438705,Las Posadas,2021-07-01
438706,Lantern Festival,2021-07-01
438707,Lunar New Year,2023-02-07
438708,Midsummers Eve,2021-07-01
438709,National Day,2021-07-01
438710,Patriot Day,2021-07-01
438711,Revolution Day,2021-07-01
438712,Shōgatsu,2021-07-01
438713,St. Lucias Day,2021-07-01
438714,St. Stephens Day,2021-07-01
438715,Walpurgis Night,2021-07-01
438716,May Day,2021-10-15
438717,Amazon Cooperation Treaty Organization,2021-07-01
438718,Arctic Council,2021-07-01
438719,China Arms Control and Disarmament Association,2021-07-01
438720,Basel Committee on Banking Supervision,2021-07-01
438721,BirdLife International,2021-07-01
438722,Convention on Biological Diversity,2021-07-01
438723,Convention on International Trade in Endangered Species,2021-07-01
438724,European Bank for Reconstruction and Development,2021-07-01
438725,European Environment and Sustainable Development Advisory Councils,2021-07-01
438726,European Patent Office,2021-07-01
438727,Global Commission on International Migration,2021-07-01
438728,Group of 77,2021-07-01
438729,Gulf Cooperation Council,2021-07-01
438730,Human Rights First,2021-07-01
438731,Human Rights Watch,2021-07-01
438733,International Council for the Exploration of the Sea,2021-07-01
438734,International Federation of Human Rights,2021-07-01
438735,International Rescue Committee,2021-07-01
438736,International Seabed Authority,2021-07-01
438737,Inter-Parliamentary Union,2021-07-01
438738,Pan American Health Organization,2021-07-01
438739,Reporters Without Borders,2021-07-01
438740,Office of the United Nations High Commissioner for Human Rights,2021-07-01
438741,International Union for Conservation of Nature,2021-07-01
438742,World Customs Organization,2021-07-01
438744,World Resources Institute,2021-07-01
438745,Albertinum,2022-04-07
438746,Alte Pinakothek,2023-03-08
438747,Barnes Foundation,2022-01-24
438748,Brüning Museum,2021-07-01
438749,New Museum,2022-05-05
438750,Fine Arts Museums of San Francisco,2021-07-01
438751,Gulbenkian Museum,2022-01-14
438752,Jeu de Paume,2023-03-08
438753,Jewish Museum Berlin,2022-01-18
438754,Larco Museum,2022-01-21
438755,Milwaukee Art Museum,2023-03-08
438756,National Museum,2022-01-24
438757,Museum of Art in Lima,2023-03-08
438758,Staatliche Museen zu Berlin,2022-04-21
438759,New National Gallery,2023-03-08
438760,Old National Gallery,2023-03-08
438761,Pergamonmuseum,2023-03-08
438762,Picasso Museum,2021-07-01
438763,Rodin Museum,2021-07-01
438764,Staatsgalerie,2023-03-08
438765,Zwinger,2022-04-20
438766,emo,2021-07-01
438767,nu metal,2021-07-01
438768,post-rock,2021-07-01
438774,Death Cab for Cutie,2021-07-01
438783,Nine Inch Nails,2021-07-01
438788,Red Hot Chili Peppers,2021-07-01
438791,Smashing Pumpkins,2021-07-01
438796,the White Stripes,2021-07-01
438802,Christina Aguilera,2021-07-01
438803,Devendra Banhart,2021-07-01
438804,Mary J. Blige,2022-02-16
438805,Nick Cave,2022-11-09
438806,Kelly Clarkson,2022-07-26
438807,Dr. Dre,2023-04-05
438808,Nick Drake,2021-07-01
438809,Steve Earle,2022-02-08
438810,Missy Elliott,2022-08-02
438811,JAY-Z,2023-04-19
438812,R. Kelly,2023-05-05
438813,Courtney Love,2021-07-01
438814,Ludacris,2021-07-01
438815,Nas,2021-07-01
438817,Bob Seger,2021-07-01
438818,Snoop Dogg,2022-02-16
438819,Gwen Stefani,2021-08-06
438820,Timbaland,2021-07-01
438821,Justin Timberlake,2021-07-01
438823,Kanye West,2023-02-22
438824,John Mayer,2022-05-05
438825,Isaias Afwerki,2021-07-01
438826,Iajuddin Ahmed,2021-07-01
438827,Rosalía Arteaga,2021-07-01
438828,Owen Arthur,2022-01-20
438829,Abdelaziz Belkhadem,2021-07-01
438830,Aníbal Cavaco Silva,2021-07-01
438831,Nambaryn Enkhbayar,2021-07-01
438832,Toomas Hendrik Ilves,2021-07-01
438833,Islam Karimov,2021-07-01
438834,Václav Klaus,2021-07-01
438835,Robert Kocharian,2021-07-01
438836,Émile Lahoud,2021-07-01
438837,Nicholas Liverpool,2021-07-01
438839,Alfred Moisiu,2021-07-01
438840,Said Musa,2021-07-01
438841,Denis Sassou-Nguesso,2021-07-01
438842,Georgi Parvanov,2021-07-01
438843,Anders Rasmussen,2021-07-01
438844,Ahmed Abdallah Sambi,2021-07-01
438845,Laszlo Solyom,2021-07-01
438846,Baldwin Spencer,2021-07-01
438847,Jalal Talabani,2021-07-01
438848,Than Shwe,2021-07-01
438849,Guy Verhofstadt,2021-07-01
438850,Vladimir Voronin,2021-07-01
438851,Girma Wolde-Giorgis,2021-07-01
438852,Shaun Alexander,2021-07-01
438853,Carmelo Anthony,2021-09-17
438854,Martin Brodeur,2021-07-01
438855,Joe Calzaghe,2021-07-01
438856,Fabio Cannavaro,2021-07-01
438857,Sidney Crosby,2021-11-10
438861,Kevin Garnett,2021-07-01
438862,Tom Glavine,2021-07-01
438863,Dominik Hašek,2021-07-01
438865,Derek Jeter,2022-03-03
438889,Atlanta Braves,2021-11-03
438891,Boston Bruins,2021-07-01
438892,Boston Red Sox,2021-11-10
438893,Chelsea FC,2021-07-01
438894,Chicago Bears,2023-03-27
438895,Chicago Blackhawks,2021-11-09
438896,Chicago Bulls,2021-07-01
438897,Chicago Cubs,2021-11-15
438898,Dallas Cowboys,2023-03-27
438899,Detroit Red Wings,2021-10-28
438900,Edmonton Oilers,2021-07-01
438901,Green Bay Packers,2023-03-27
438902,Indianapolis Colts,2021-07-01
438904,Los Angeles Dodgers,2023-04-27
438909,Montreal Canadiens,2021-08-06
438910,New England Patriots,2023-03-27
438911,New York Giants,2023-03-27
438912,New York Knicks,2021-07-01
438913,New York Yankees,2021-11-10
438914,Phoenix Suns,2021-08-06
438915,Pittsburgh Steelers,2021-07-01
438917,San Antonio Spurs,2021-07-01
438918,San Francisco Giants,2021-11-11
438919,San Francisco 49ers,2023-03-27
438920,St. Louis Cardinals,2021-11-11
438921,Toronto Maple Leafs,2021-07-01
438922,24,2021-12-20
438923,60 Minutes,2021-07-01
438924,All in the Family,2021-07-01
438925,American Idol,2021-07-01
438926,The Andy Griffith Show,2021-07-01
438927,Bewitched,2021-07-01
438928,Bonanza,2021-07-01
438929,Cheers,2021-07-01
438930,CSI: Crime Scene Investigation,2021-07-01
438931,Doctor Who,2021-07-01
438932,ER,2023-02-22
438933,EastEnders,2021-07-01
438934,Friends,2021-07-01
438935,Greys Anatomy,2021-07-01
438936,Gunsmoke,2021-08-30
438937,Hill Street Blues,2021-07-01
438938,I Love Lucy,2021-07-01
438939,Late Show,2022-08-12
438940,Law &amp; Order,2023-02-27
438941,Lost,2021-07-01
438942,M*A*S*H,2021-07-01
438943,The Mary Tyler Moore Show,2021-07-01
438944,Monty Pythons Flying Circus,2021-07-01
438945,Nightline,2021-07-01
438946,The O.C.,2021-07-01
438947,Saturday Night Live,2023-05-04
438948,Scrubs,2021-07-01
438949,Sesame Street,2021-07-01
438950,Sex and the City,2023-02-08
438951,Six Feet Under,2021-07-01
438952,The Sopranos,2021-09-30
438953,South Park,2021-07-01
438954,Star Trek,2022-08-01
438955,The X-Files,2021-07-01
438956,John Banville,2022-01-25
438957,Byrhtferth of Ramsey,2021-07-01
438958,David Campbell,2021-07-01
438959,Daína Chaviano,2021-07-01
438960,Inger Christensen,2021-07-01
438961,Hugo Claus,2021-07-01
438962,Douglas Coupland,2021-07-01
438963,Miguel Delibes,2021-07-01
438964,Sarah Fielding,2021-07-01
438965,Jonathan Franzen,2023-03-08
438966,Alasdair Gray,2021-07-01
438967,Tony Harrison,2021-07-01
438968,Nancy Huston,2021-07-01
438969,Ṣunʿ Allāh Ibrāhīm,2021-07-01
438970,Edward P. Jones,2022-03-24
438971,Amalia Kahana-Carmon,2021-07-01
438972,C.J. Koch,2021-07-01
438973,Jhumpa Lahiri,2022-06-01
438974,Derek Mahon,2021-07-01
438980,Marie Ponsot,2021-07-01
438984,Jane Smiley,2023-01-03
438993,Maryland Zoo,2021-07-01
439001,Rudolph Fisher,2021-07-01
439009,Kyoto Protocol,2022-02-03
439010,Johnny Carson,2021-07-01
439018,reservation,2021-09-22
439053,Bernard Williams,2021-10-08
439055,Dennis Kucinich,2022-04-14
439056,Ron Paul,2021-07-01
439057,Bill Richardson,2021-07-01
439058,Mitt Romney,2021-10-15
439059,Tom Tancredo,2021-07-01
439060,Tommy Thompson,2021-07-01
439061,Fred Thompson,2021-07-01
439063,David Robinson,2021-07-01
439064,Usher,2021-07-01
439065,Reba McEntire,2022-05-05
439066,Tammy Wynette,2021-07-01
439067,Joseph Estrada,2021-07-01
439068,Joe Biden,2023-04-26
439069,Sam Brownback,2021-07-01
439070,Chris Dodd,2022-02-07
439072,Mike Gravel,2021-07-01
439073,Duncan Hunter,2021-07-01
439074,Mike Huckabee,2021-07-01
439091,Sachin Tendulkar,2021-07-01
439094,Outkast,2021-07-01
439095,Sylke Otto,2021-07-01
439096,Conrad Black,2023-05-05
439097,offshoring,2021-07-01
439098,David Halberstam,2021-07-01
439106,Eastern Woodlands Indians,2021-07-01
439211,nuclear strategy,2022-08-05
439212,media convergence,2021-07-01
439218,Ravidas,2021-07-01
439219,rahit-nama,2021-07-01
439220,prasada,2021-07-01
439221,pratima,2021-07-01
439222,matha,2021-07-01
439223,extrasolar planet,2022-07-29
439226,Abel Prize,2021-07-01
439227,S.R. Srinivasa Varadhan,2021-07-01
439231,human genome,2023-02-10
439238,Raúl Castro,2021-10-15
439350,Isadore Singer,2021-07-01
439355,financial agency theory,2021-07-01
439356,Kiefer Sutherland,2023-03-24
439357,Charlize Theron,2021-09-30
439358,Emma Thompson,2021-07-01
439359,Catherine Zeta-Jones,2023-04-19
439428,genomics,2023-02-16
439430,Yasmina Reza,2021-07-01
439432,Rafael Nadal,2023-01-29
439435,Nawaz Sharif,2023-03-10
439436,Botox,2021-07-01
439471,truth commission,2021-07-01
439492,Matteo Carnelivari,2021-07-01
439493,Théo Van Rysselberghe,2021-07-01
439494,klezmer music,2021-07-01
439495,Latin American dance,2021-09-30
439499,Kevin Rudd,2021-07-01
439505,yellow rain,2021-07-01
442144,Saint-Martin,2021-07-01
442145,Umaru Musa YarAdua,2021-07-01
442155,Sean Combs,2023-03-07
442159,Bob Woodward,2021-09-21
442160,Mariza,2021-07-01
442161,Fukuda Yasuo,2021-07-01
442162,Yao Ming,2021-07-01
442163,BCS,2023-03-24
442164,Paul Cadmus,2021-07-01
442175,Mario R. Capecchi,2021-07-01
442176,Oliver Smithies,2021-07-01
442177,Martin Evans,2021-07-01
442178,Numbered Treaties,2021-07-01
442179,Albert Fert,2021-07-01
442180,Peter Grünberg,2021-07-01
442194,Gerhard Ertl,2021-07-01
442220,Leonid Hurwicz,2021-07-01
442221,Roger B. Myerson,2021-07-01
442222,Eric S. Maskin,2021-07-01
442223,Intergovernmental Panel on Climate Change,2021-08-13
442232,Saho,2021-07-01
442234,Al-Zarqāʾ,2021-07-01
442252,Chrysler,2023-03-03
442277,Jessica Tandy,2021-07-01
442278,Serena Williams,2023-04-26
442281,Egid Quirin Asam,2021-07-01
442282,Kilian Ignaz Dientzenhofer,2021-07-01
442283,Frans I Floris,2021-07-01
442284,Marielle Goitschel,2021-07-01
442285,David Jenkins,2023-02-02
442304,cytokinesis,2021-07-01
442305,Gracie Allen,2021-07-01
442306,Cheng Yi,2021-07-01
442307,Mimi Fariña,2021-07-01
442308,T.A.D. Jones,2021-07-01
442310,Tina Turner,2021-11-04
442311,Lila Bell Acheson,2021-07-01
442312,Sverre Fehn,2021-07-01
442313,Jacques Herzog and Pierre de Meuron,2021-11-23
442327,14th Dalai Lama,2023-03-23
442339,Eberhard Faber,2021-07-01
442341,"Joseph N. Pew, Jr.",2021-07-01
442342,George Sanger,2021-07-01
442343,Al Unser,2021-12-10
442344,Jane Drew,2021-07-01
442346,Tommy Dorsey,2021-07-01
442361,Ruby Dee,2021-10-15
442362,Lillian Evelyn Gilbreth,2021-07-01
442370,Daniel Guggenheim,2021-07-01
442372,Michael Spinks,2021-10-15
442383,Dorothy Gish,2021-07-01
442384,"Thomas Morris, Jr.",2021-07-01
442385,Pencho Petkov Slaveykov,2021-07-01
442396,Otto Strasser,2021-07-01
442398,Donald Maclean,2021-07-01
442399,Sarah Miriam Peale,2021-07-01
442400,Irina Press,2021-07-01
442401,Rodrigo Gil de Hontañón,2021-07-01
442413,Coen brothers,2023-04-06
442414,Uzbek literature,2021-07-01
442419,Drew Gilpin Faust,2021-07-01
442420,David Petraeus,2021-07-01
442421,Coldplay,2023-02-05
442426,Viswanathan Anand,2023-02-23
442445,Kim Hunter,2021-07-01
442446,Chow Yun-Fat,2021-07-01
442447,Brett Favre,2021-07-01
442462,Zinedine Zidane,2021-07-01
442463,Jacob Zuma,2023-05-05
442464,Kyrgyz literature,2021-07-01
442465,Harvey Weinstein,2023-03-28
442466,Fred Rogers,2021-09-20
442467,Denys Arcand,2021-07-01
442468,Dudley Moore,2021-07-01
442476,Julia Phillips,2021-07-01
442478,Evel Knievel,2021-07-01
442479,Bob Keeshan,2021-07-01
442480,Jack Paar,2021-07-01
442481,LeAnn Rimes,2021-07-01
442482,reaction mechanism,2022-08-18
442483,Raila Odinga,2022-10-21
442507,Transdniestria,2021-07-01
442509,Melekeok,2021-07-01
442513,Pratibha Patil,2021-07-01
442514,Providenciales,2021-07-01
442515,Sainte-Mère-Église,2023-02-23
442516,Ouistreham,2023-02-23
442517,Arromanches,2023-02-23
442518,Sainte-Marie-du-Mont,2023-02-23
442519,Bénouville,2023-02-23
442520,Courseulles,2023-02-23
442521,Grandcamp-Maisy,2023-02-23
442528,Mohamed ElBaradei,2021-07-01
442529,Bill T. Jones,2021-12-16
442530,John Elway,2022-02-10
442542,Schengen Agreement,2023-01-03
442543,Daytona 500,2021-07-01
442546,Hugh Blair,2021-07-01
442547,Mariana Alcoforado,2021-07-01
442548,"Gabriel-Joseph de Lavergne, viscount of Guilleragues",2021-07-01
442549,Nigel Hawthorne,2021-07-01
442558,Bob Knight,2021-07-01
442561,Hakeem Olajuwon,2021-07-01
442562,Pat Summitt,2021-07-01
442563,Scottie Pippen,2021-11-10
442569,Lee Myung-Bak,2022-12-27
442573,March Madness,2023-03-07
442578,World Economic Forum,2021-07-01
442579,Freedom House,2021-07-01
442585,Tata Group,2022-03-18
442588,NASCAR,2021-07-01
442592,Esther Inglis,2021-07-01
442593,round hand script,2021-07-01
442598,Kurdistan Workers Party,2021-07-01
442730,Christodoulos,2021-07-01
442731,Gordon B. Hinckley,2021-07-01
442736,throat-singing,2021-07-01
442737,Ieronymos II,2021-07-01
442738,Hergé,2021-07-01
442742,Steve Irwin,2021-07-01
442749,Joe Montana,2021-07-01
442750,Rachel Ruysch,2021-07-01
442751,AZT,2021-07-01
442752,Ted Kaczynski,2021-07-01
442753,Morgan Tsvangirai,2022-03-28
442754,R. Dale Hylton,2021-07-01
442755,Constellation program,2021-07-01
442756,Ares,2021-07-01
442790,Earth Day,2021-07-01
442793,Susilo Bambang Yudhoyono,2021-07-01
442794,soul food,2021-07-01
442795,Muqtada al-Sadr,2022-07-07
442801,neuroplasticity,2021-07-01
442802,neural stem cell,2021-07-01
442804,Thaksin Shinawatra,2021-07-01
442805,Dmitry Medvedev,2021-07-01
442823,dance criticism,2021-07-01
442827,R. Crumb,2021-07-01
442828,Ub Iwerks,2021-07-01
442853,Eliot Spitzer,2021-07-01
442859,Shechem,2021-07-01
442879,battlefield medicine,2021-07-01
442998,Super Outbreak of 1974,2021-07-01
442999,Palm Sunday tornado outbreak of 1965,2021-07-01
443000,Star Wars,2021-07-01
443005,Yousaf Raza Gilani,2021-07-01
443006,digital camera,2021-07-01
443012,Santali language,2021-07-01
443022,Jacques Tits,2021-07-01
443032,Michel Anguier,2021-07-01
443033,Tetramelaceae,2021-07-01
443034,Ma Ying-jeou,2021-07-01
443035,Nouri al-Maliki,2022-01-11
443037,LaDainian Tomlinson,2021-07-01
443038,Albert Pujols,2022-10-05
443039,Alonzo Mourning,2021-07-01
443040,Amélie Mauresmo,2022-05-05
443041,Brian Urlacher,2021-07-01
443047,epigenetics,2021-11-01
443052,Robert Kipkoech Cheruiyot,2021-07-01
443053,Michael Griffin,2022-03-02
443054,Benjamin Raich,2021-07-01
443085,cryopreservation,2021-07-01
443090,Brian Cowen,2021-07-01
443091,Walter Cronkite,2022-03-07
443096,outsider art,2021-07-01
443097,Nay Pyi Taw,2021-07-01
443098,green architecture,2021-07-01
443099,Brian Greene,2022-03-01
443100,Teach for America,2021-07-01
443101,renewable energy,2021-10-21
443102,wind power,2021-10-21
443103,Robert Fortune,2021-07-01
443104,Aleksei Gogua,2021-07-01
443105,Dmitrii Gulia,2021-07-01
443106,Samson Chanba,2021-07-01
443107,Bagrat Shinkuba,2021-07-01
443110,Kosovo conflict,2021-07-01
443111,German Confederation,2021-07-01
443119,Kate DiCamillo,2023-01-26
443120,Jarosław Kaczyński,2021-08-06
443121,Menzies Campbell,2021-07-01
443122,Sergio Pitol,2021-07-01
443123,Rachael Ray,2021-11-09
443124,phantom limb syndrome,2021-07-01
443334,Daniel Beard,2021-07-01
443342,Michael Bublé,2023-02-05
443343,Jan Egeland,2021-07-01
443344,Alan García,2021-07-01
443345,René Préval,2021-07-01
443346,Tony Shalhoub,2021-07-01
443416,Urci,2021-07-01
443417,Melinda Gates,2022-01-05
443418,Kurihara Harumi,2021-07-01
443419,Margaret Chan,2021-07-01
443421,biofuel,2023-03-01
443451,Andre Agassi,2021-07-01
443453,Putrajaya,2021-07-01
443456,Boris Johnson,2023-01-25
443470,Kot Diji,2021-07-01
443507,genetically modified organism,2021-07-01
443508,Spitzer Space Telescope,2021-11-15
443510,machine language,2021-07-01
443511,LISP,2021-07-01
443512,Pascal,2021-07-01
443513,Logo,2021-07-01
443514,Hypertalk,2021-07-01
443516,computer scripting language,2022-02-22
443517,PostScript,2021-07-01
443518,HTML,2021-07-01
443519,XML,2021-07-01
443521,Web script,2021-07-01
443522,artificial intelligence programming language,2021-07-01
443523,DENDRAL,2021-07-01
443524,MYCIN,2021-07-01
443525,CYC,2021-07-01
443526,connectionism,2021-07-01
443527,perceptrons,2021-07-01
443528,nouvelle artificial intelligence,2021-07-01
443529,"artificial intelligence, situated approach",2021-07-01
443530,object-oriented programming,2021-07-01
443531,embedded processor,2021-07-01
443532,local area network,2021-07-01
443533,wide area network,2021-07-01
443534,collaborative software,2022-02-17
443535,Difference Engine,2021-07-01
443536,Analytical Engine,2021-07-01
443537,Atanasoff-Berry Computer,2021-07-01
443538,Calculating Clock,2021-07-01
443539,Pascaline,2021-10-15
443540,Step Reckoner,2021-07-01
443541,Arithmometer,2021-07-01
443542,Harvard Mark I,2021-07-01
443543,Zuse computer,2021-07-01
443544,Colossus,2021-07-01
443545,ENIAC,2022-01-31
443546,von Neumann machine,2021-07-01
443547,EDSAC,2021-10-15
443548,Whirlwind,2021-07-01
443549,UNIVAC,2021-07-01
443567,SGML,2021-07-01
443572,Didier Drogba,2021-07-01
443573,Padraig Harrington,2023-04-21
443574,Rubiks Cube,2021-07-01
443575,Peter Akinola,2021-07-01
443576,Judd Apatow,2023-02-10
443577,Banksy,2021-10-21
443578,Gurbanguly Berdymukhammedov,2022-03-24
443579,Stéphane Dion,2021-07-01
443580,Tim Flannery,2021-07-01
443581,Ólafur Ragnar Grímsson,2021-07-01
443582,Harrison Ford,2023-05-05
443583,Phoenix,2021-07-01
443584,Lyman Spitzer,2021-07-01
443585,vice president of the United States of America,2021-07-01
443586,Chimamanda Ngozi Adichie,2023-03-25
443587,Leif Ove Andsnes,2021-07-01
443588,Frank Bainimarama,2022-12-24
443589,Joshua Bell,2021-12-06
443590,Gael García Bernal,2022-02-17
443591,Kiran Desai,2021-07-01
443592,Cristina Fernández de Kirchner,2022-12-07
443593,Michael Grandage,2022-12-07
443594,Mikheil Saakashvili,2021-10-04
443595,Mars Exploration Rover,2021-07-01
443619,Spinosaurus,2022-04-05
443620,Caudipteryx,2021-07-01
443621,Europasaurus,2021-07-01
443622,Marasuchus,2021-07-01
443623,Pachyrhinosaurus,2021-07-01
443624,Scutellosaurus,2021-07-01
443625,Confuciusornis,2021-07-01
443626,Dilong,2022-04-20
443633,Cherie Booth,2021-07-01
443634,Marin Alsop,2022-10-12
443635,Susan Athey,2021-07-01
443636,Sacha Baron Cohen,2023-02-15
443637,Brooks &amp; Dunn,2021-07-01
443638,John D. Campbell,2021-07-01
443639,Leon Fleisher,2021-07-01
443640,Abdullah Gül,2021-07-01
443641,Good Friday Agreement,2021-07-01
443642,gravitational wave,2021-07-01
443644,distance learning,2021-07-01
443650,peroxisome,2021-07-01
443651,kinase,2021-07-01
443652,transcription factor,2021-07-01
443653,second messenger,2021-07-01
443654,mitochondrion,2021-11-08
443656,Bob Barr,2021-07-01
443657,Great Chicago Fire,2021-10-06
443658,Los Angeles Lakers,2021-10-15
443659,Disneyland,2021-07-01
443660,SpaceShipOne,2021-07-01
443661,MTV,2021-07-01
443662,Svetlana Yevgenyevna Savitskaya,2021-07-01
443666,endogamy,2021-07-01
443672,amphibian chytridiomycosis,2021-07-01
443673,Walt Disney World Resort,2021-07-01
443675,Epcot,2021-07-01
443677,Dinshaway Incident,2021-07-01
443678,Shenzhou,2021-07-01
443686,Tim Russert,2021-07-01
443699,Three Gorges Dam,2021-09-27
443701,Steve Wozniak,2021-07-01
443702,biodiesel,2021-07-01
443718,Troy Aikman,2021-07-01
443719,Andrea Bocelli,2021-07-01
443720,Ellen DeGeneres,2022-06-09
443721,Hugh Grant,2021-07-01
443722,Helen Hunt,2022-03-22
443723,Daniel Radcliffe,2022-11-16
443724,Kevin Spacey,2022-07-07
443725,Sade,2021-07-01
443726,Boyz II Men,2021-07-01
443727,Pierce Brosnan,2021-07-01
443728,Jim Carrey,2023-01-06
443729,RuPaul,2021-09-22
443730,R.L. Stine,2021-07-01
443731,Shania Twain,2021-07-01
443734,Nathan Lane,2022-04-20
443735,Sarah McLachlan,2021-07-01
443737,Liam Neeson,2022-02-11
443738,Great Man-Made River,2021-07-01
443739,Absolutely Fabulous,2021-07-01
443740,"Advanced Micro Devices, Inc.",2022-02-22
443741,After Dark,2021-09-22
443742,Age of Empires,2021-07-01
443743,Air India Flight 182 disaster,2022-07-22
443744,Aleppo earthquake of 1138,2023-01-25
443745,Museum of Arts &amp; Design,2021-07-01
443746,American Folk Art Museum,2023-03-08
443747,American Visionary Art Museum,2023-03-08
443748,Ancash earthquake of 1970,2021-07-01
443749,"The National Museum of Archaeology, Anthropology, and History of Peru",2021-07-01
443750,Apache,2022-02-08
443751,API,2021-07-01
443752,Aquaman,2021-07-01
443753,Arthur M. Sackler Gallery,2022-01-27
443754,Asia Society Museum,2021-07-01
443755,Asterix,2021-07-01
443756,Atlanta Hawks,2021-07-01
443757,Baltimore Orioles,2021-11-19
443758,Bengal cyclone of 1876,2021-07-01
443759,The Beverly Hillbillies,2021-07-01
443760,Big Bird,2021-07-01
443761,Bihar train disaster,2021-07-01
443762,The Six Million Dollar Man,2021-07-01
443763,The Bionic Woman,2021-07-01
443764,BlackBerry,2022-01-04
443765,The Brady Bunch,2021-07-01
443766,Buffy the Vampire Slayer,2021-07-01
443767,Bhuj earthquake of 2001,2021-07-01
443768,Call of Duty,2021-07-01
443769,Calvin and Hobbes,2021-07-01
443770,Captain America,2021-07-01
443771,The Carol Burnett Show,2021-07-01
443772,Catwoman,2023-04-09
443773,common gateway interface,2021-07-01
443775,Chessmaster,2023-02-23
443776,Chicago White Sox,2021-11-11
443777,Chinati Foundation,2023-03-08
443778,Cleveland Browns,2021-07-01
443779,Cleveland Guardians,2022-08-24
443780,the Met Cloisters,2022-02-01
443781,Cookie Monster,2021-07-01
443782,Cooper Hewitt,2022-02-02
443783,The Cosby Show,2021-07-01
443784,Courrières mining disaster,2021-07-01
443785,Daffy Duck,2021-07-01
443786,Dallas Mavericks,2021-07-01
443787,Dallas,2022-03-17
443788,Darth Vader,2021-07-01
443789,Days of Our Lives,2021-07-01
443790,Museum of Decorative Arts,2022-04-20
443791,Dell Inc.,2023-03-03
443792,Dennis the Menace,2021-07-01
443793,Detroit Pistons,2021-10-15
443794,Detroit Tigers,2021-11-18
443795,Dia Art Foundation,2022-02-03
443796,Diablo,2021-07-01
443797,The Dick Van Dyke Show,2021-07-01
443798,Dilbert,2021-07-01
443799,DirectX,2021-11-03
443800,DLL,2021-11-03
443801,DNS,2021-10-26
443802,Don Quixote,2023-05-05
443803,Donkey Kong,2021-07-01
443804,Doonesbury,2021-07-01
443805,DSL,2021-11-16
443806,Eastland disaster,2021-07-01
443807,"Electronic Arts, Inc.",2021-07-01
443808,Ethernet,2021-11-12
